0	0	10.0
0	1	10.0
0	2	10.0
0	3	10.0
0	4	10.0
0	5	10.0
0	6	10.0
0	7	10.0
0	8	10.0
0	9	10.0
0	10	10.0
0	11	10.0
0	12	10.0
0	13	10.0
0	14	10.0
0	15	10.0
0	16	10.0
0	17	10.0
0	18	10.0
0	19	10.0
0	20	10.0
0	21	10.0
0	22	10.0
0	23	10.0
0	24	10.0
0	25	10.0
0	26	10.0
0	27	10.0
0	28	10.0
0	29	10.0
0	30	10.0
0	31	10.0
0	32	10.0
0	33	10.0
0	34	10.0
0	35	10.0
0	36	10.0
0	37	10.0
0	38	10.0
0	39	10.0
0	40	10.0
0	41	10.0
0	42	10.0
0	43	10.0
0	44	10.0
0	45	10.0
0	46	10.0
0	47	10.0
0	48	10.0
0	49	10.0
0	50	10.0
0	51	10.0
0	52	10.0
0	53	10.0
0	54	10.0
0	55	10.0
0	56	10.0
0	57	10.0
0	58	10.0
0	59	10.0
0	60	10.0
0	61	10.0
0	62	10.0
0	63	10.0
0	64	10.0
0	65	10.0
0	66	10.0
0	67	10.0
0	68	10.0
0	69	10.0
0	70	10.0
0	71	10.0
0	72	10.0
0	73	10.0
0	74	10.0
0	75	10.0
0	76	10.0
0	77	10.0
0	78	10.0
0	79	10.0
0	80	10.0
0	81	10.0
0	82	10.0
0	83	10.0
0	84	10.0
0	85	10.0
0	86	10.0
0	87	10.0
0	88	10.0
0	89	10.0
0	90	10.0
0	91	10.0
0	92	10.0
0	93	10.0
0	94	10.0
0	95	10.0
0	96	10.0
0	97	10.0
0	98	10.0
0	99	10.0
0	100	10.0
0	101	10.0
0	102	10.0
1	0	10.0
1	1	9.999999999896847
1	2	9.999999999793893
1	3	9.999999999691234
1	4	9.999999999588969
1	5	9.99999999948719
1	6	9.999999999386002
1	7	9.999999999285494
1	8	9.999999999185762
1	9	9.999999999086901
1	10	9.999999998989002
1	11	9.999999998892157
1	12	9.999999998796458
1	13	9.999999998701993
1	14	9.999999998608853
1	15	9.999999998517124
1	16	9.99999999842689
1	17	9.999999998338234
1	18	9.999999998251242
1	19	9.999999998165995
1	20	9.99999999808257
1	21	9.999999998001044
1	22	9.999999997921496
1	23	9.999999997843995
1	24	9.999999997768613
1	25	9.999999997695426
1	26	9.999999997624494
1	27	9.999999997555882
